codSubasta;aut_Fax;aut_Correo electrónico;Tipo de subasta;aut_Dirección;aut_Código;descripcion;adm_NIF;Identificador;expediente;aut_Teléfono;Forma adjudicación;Valor subasta;Lotes;Tramos entre pujas;Fecha de conclusión;adm_Nombre;Tasación;adm_Localidad;estado;autoridad;Importe del depósito;adm_Provincia;Puja mínima;Scrap;Anuncio BOE;Fecha de inicio;aut_Descripción;adm_Dirección;Cantidad reclamada;link;
SUBASTA SUB-RC-2019-174300010000;-;executiva@selva.cat;RECAUDACIÓN TRIBUTARIA;Passeig Sant Salvador, 19 , 17430 Santa Coloma de Farners;17430001;Consell Comarcal de la Selv;;SUB-RC-2019-1743000100004;;972840178;;44.248,00 €;Sin lotes;300,00 €;29-04-2019 18:00:00 CET  (ISO: 2019-04-29T18:00:00+02:00);;44.248,00 €;;Celebrándose;Consell Comarcal de la Selva - Santa Coloma de Farners;2.212,40 €;;Sin puja mínima;True;BOE-B-2019-15293;09-04-2019 18:00:00 CET  (ISO: 2019-04-09T18:00:00+02:00);Consell Comarcal de la Selva;;3.889,85 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-RC-2019-1743000100004&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-RC-2019-174300010000;-;executiva@selva.cat;RECAUDACIÓN TRIBUTARIA;Passeig Sant Salvador, 19 , 17430 Santa Coloma de Farners;17430001;Consell Comarcal de la Selv;;SUB-RC-2019-1743000100003;;972840178;;8.928,81 €;Sin lotes;100,00 €;29-04-2019 18:00:00 CET  (ISO: 2019-04-29T18:00:00+02:00);;8.928,81 €;;Celebrándose;Consell Comarcal de la Selva - Santa Coloma de Farners;446,44 €;;Sin puja mínima;True;BOE-B-2019-15292;09-04-2019 18:00:00 CET  (ISO: 2019-04-09T18:00:00+02:00);Consell Comarcal de la Selva;;6.698,98 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-RC-2019-1743000100003&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-RC-2019-174300010000;-;executiva@selva.cat;RECAUDACIÓN TRIBUTARIA;Passeig Sant Salvador, 19 , 17430 Santa Coloma de Farners;17430001;Consell Comarcal de la Selv;;SUB-RC-2019-1743000100002;;972840178;;46.467,00 €;Sin lotes;300,00 €;29-04-2019 18:00:00 CET  (ISO: 2019-04-29T18:00:00+02:00);;46.467,00 €;;Celebrándose;Consell Comarcal de la Selva - Santa Coloma de Farners;2.323,35 €;;Sin puja mínima;True;BOE-B-2019-15297;09-04-2019 18:00:00 CET  (ISO: 2019-04-09T18:00:00+02:00);Consell Comarcal de la Selva;;2.300,15 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-RC-2019-1743000100002&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-10326;972348288;scpe.blanes@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL TER 51 51   , 17300 BLANES;1702341004;Finca Urbana especial elemento número cuatro.- vivienda tipo dúplex, formada por dos plantas tercera  cuarta puerta única de un edificio sito en la Villa de Lloret de Mar, carrer Lleó número siete ;;SUB-JA-2018-103261;0650/16;972348290;;189.424,13 €;Sin lotes;3.788,48 €;29-04-2019 18:00:00 CET  (ISO: 2019-04-29T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 4 - BLANES;9.471,20 €;;Sin puja mínima;True;BOE-B-2019-14824;09-04-2019 18:00:00 CET  (ISO: 2019-04-09T18:00:00+02:00);JUZGADO 1ª INST E INSTRUCC. 4;;61.564,21 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-103261&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12291;972644022;mixte4.labisbal@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL TEATRE VELL 12 12   , 17100 BISBAL;1702241004;Finca registral 10676 del Registro de la Propiedad de Palamós, tomo 3383, libro 272 de Sant Joan de Palamós, folio 116, sita en C. Rutlla Alta 9 bis, piso, de Palamós. Anexos: Garaje, terraza descubierta y local-trastero;;SUB-JA-2019-122918;0037/17;972946252;;291.800,00 €;Sin lotes;5.836,00 €;25-04-2019 18:00:00 CET  (ISO: 2019-04-25T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 4 - BISBAL;14.590,00 €;;Sin puja mínima;True;BOE-B-2019-14221;05-04-2019 18:00:00 CET  (ISO: 2019-04-05T18:00:00+02:00);JUZGADO 1ª INST E INSTRUCC. 4;;264.335,51 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-122918&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-11981;972348295;scpe.blanes@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL TER 51 51   , 17300 BLANES;1702341001;Vivienda en el paraje Vilar Petit, Calle Anselm Clavé nº 86 2º 6ª de Blane;;SUB-JA-2019-119812;0878/18;972348291;;92.400,00 €;Sin lotes;1.848,00 €;25-04-2019 18:00:00 CET  (ISO: 2019-04-25T18:00:00+02:00);;92.400,00 €;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 1 - BLANES;4.620,00 €;;Sin puja mínima;True;BOE-B-2019-14222;05-04-2019 18:00:00 CET  (ISO: 2019-04-05T18:00:00+02:00);JUZGADO 1ª INST E INSTRUCC. 1;;82.302,16 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-119812&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-RC-2019-174300010000;-;executiva@selva.cat;RECAUDACIÓN TRIBUTARIA;Passeig Sant Salvador, 19 , 17430 Santa Coloma de Farners;17430001;Consell Comarcal de la Selv;;SUB-RC-2019-1743000100001;;972840178;;40.380,00 €;Sin lotes;300,00 €;25-04-2019 18:00:00 CET  (ISO: 2019-04-25T18:00:00+02:00);;40.380,00 €;;Celebrándose;Consell Comarcal de la Selva - Santa Coloma de Farners;2.019,00 €;;Sin puja mínima;True;BOE-B-2019-14441;05-04-2019 18:00:00 CET  (ISO: 2019-04-05T18:00:00+02:00);Consell Comarcal de la Selva;;18.945,55 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-RC-2019-1743000100001&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-9301;972643896;-;JUDICIAL EN VIA DE APREMIO;CL TEATRE VELL 12 12   , 17100 BISBAL;1702241001;FINCA Nº 7804 DE PALAFRUGEL;;SUB-JA-2018-93010;0710/11;972946240;;161.700,00 €;Sin lotes;Sin tramos;25-04-2019 18:00:00 CET  (ISO: 2019-04-25T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 1 - BISBAL;8.085,00 €;;80.850,00 €;True;BOE-B-2019-14220;05-04-2019 18:00:00 CET  (ISO: 2019-04-05T18:00:00+02:00);JUZGADO 1ª INST E INSTRUCC. 1;;157.610,29 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-93010&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2018-11543;972219577;instancia3.girona@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;AV RAMON FOLCH 4-6 4-6   , 17001 GIRONA;1707942003;FINCA 10180, inscrito en el registro de la propiedad nº 4 de Girona, tomo 3840, libro 432, folio ;;SUB-JA-2018-115435;0334/14;972181718;;150.600,00 €;Sin lotes;3.012,00 €;24-04-2019 18:00:00 CET  (ISO: 2019-04-24T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INSTANCIA 3 - GIRONA;7.530,00 €;;Sin puja mínima;True;BOE-B-2019-13962;04-04-2019 18:00:00 CET  (ISO: 2019-04-04T18:00:00+02:00);JUZGADO 1ª INSTANCIA 3;;174.202,75 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2018-115435&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12143;972181792;instancia5.girona@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;AV RAMON FOLCH 4-6 4-6   , 17001 GIRONA;1707942005;REGISTRO DE LA PROPIEDAD NUMERO CUATRO DE GIRONA  FINCA  14957, TOMO 3828, LIBRO  429,  DE SALT  FOLIO  7;;SUB-JA-2019-121431;0022/16;972181715;;230.000,00 €;Sin lotes;Sin tramos;22-04-2019 18:00:00 CET  (ISO: 2019-04-22T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INSTANCIA 5 - GIRONA;11.500,00 €;;Sin puja mínima;True;BOE-B-2019-13611;02-04-2019 18:00:00 CET  (ISO: 2019-04-02T18:00:00+02:00);JUZGADO 1ª INSTANCIA 5;;111.620,19 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-121431&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12280;972642582;mixte2.labisbal@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL TEATRE VELL 12 12   , 17100 BISBAL;1702241002;FINCA REGISTRAL NÚM. 8.166-TORROELLA DE MONTGRÍ (Baix Empordà;;SUB-JA-2019-122808;0066/17;972946244;;230.943,59 €;Sin lotes;Sin tramos;18-04-2019 18:00:00 CET  (ISO: 2019-04-18T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 2 - BISBAL;11.547,18 €;;115.471,80 €;True;BOE-B-2019-12943;29-03-2019 18:00:00 CET  (ISO: 2019-03-29T18:00:00+01:00);JUZGADO 1ª INST E INSTRUCC. 2;;50.182,11 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-122808&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12155;972884507;mixte1.puigcerda@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;RD MARAGALL 42 42   , 17520 PUIGCERDA;1714141001;LOTE UNIC;;SUB-JA-2019-121552;0697/14;972884500;;584.600,00 €;Sin lotes;11.692,00 €;18-04-2019 18:00:00 CET  (ISO: 2019-04-18T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 1 - PUIGCERDA;29.230,00 €;;Sin puja mínima;True;BOE-B-2019-12996;29-03-2019 18:00:00 CET  (ISO: 2019-03-29T18:00:00+01:00);JUZGADO 1ª INST E INSTRUCC. 1;;368.456,69 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-121552&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JC-2019-122501;972181699;mercantil1.girona@xij.gencat.cat;JUDICIAL CONCURSAL;AV RAMON FOLCH 4-6 4-6   , 17001 GIRONA;1707947001;Subasta con varios lotes. Lote 1: FINCA 11168 DE CARDEDEU Lote 2: FINCA 11184 Lote 3: FINCA 11205 Lote 4: FINCA 11974 Lote 5: FINCA 11986 Lote 6: FINCA 11997 Lote 7: FINCA 12006 Lote 8: FINCA 45820 DE GRANOLLERS Lote 9: FINCA 45825 DE GRANOLLERS Lote 10: FINCA 45842 DE GRANOLLERS Lote 11: FINCA 45845 DE GRANOLLERS Lote 12: FINCA 33432 Lote 13: FINCA 33472 Lote 14: FINCA 33404 Lote 15: FINCA 33405 Lote 16: FINCA 33413 Lote 17: FINCA 33435 Lote 18: FINCA 13205/12 DE GIRONA SECC 3º Lote 19: FINCA 13205/13 DE GIRONA SECC 3º Lote 20: FINCA 13205/20 DE GIRONA SECC 3;B55125827;SUB-JC-2019-122501;0168/14;972181742;Separada para cada lote;Ver valor de subasta en cada lote (los lotes se subastan de forma independiente);20;Ver tramos de cada lote (adjudicación independiente);18-04-2019 18:00:00 CET  (ISO: 2019-04-18T18:00:00+02:00);FRADE GOBEO S.L.P;Ver valor de tasación en cada lote (los lotes se subastan de forma independiente);17001 Girona;Celebrándose;JUZGADO MERCANTIL 1 - GIRONA;Ver importe de consignación de cada lote (adjudicación independiente);Gerona;Ver puja mínima de cada lote (adjudicación independiente);True;BOE-B-2019-13041;29-03-2019 18:00:00 CET  (ISO: 2019-03-29T18:00:00+01:00);JUZGADO MERCANTIL 1;Plaza Josep Pla 4 1 6;934.659,00 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JC-2019-122501&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12251;972949001;mixt1.santfeliudeguixols@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL ANTONI DE CAPMANY 15 15   , 17220 SANT FELIU DE GUIXOLS;1716041001;Una ciento cincuenta ava parte indivisa de la propiedad numero 1. Plaza de Garaje, planta -1 sita en C/ Punta dels Escuts 2, -1 - 9 de Castell-Platja d'Ar;;SUB-JA-2019-122517;0586/15;972949000;;13.917,00 €;Sin lotes;278,34 €;17-04-2019 18:00:00 CET  (ISO: 2019-04-17T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 1 - SANT FELIU DE GUIXOLS;695,85 €;;Sin puja mínima;True;BOE-B-2019-12759;28-03-2019 18:00:00 CET  (ISO: 2019-03-28T18:00:00+01:00);JUZGADO 1ª INST E INSTRUCC. 1;;1.234,80 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-122517&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12240;972216889;instancia4.girona@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;AV RAMON FOLCH 4-6 4-6   , 17001 GIRONA;1707942004;VIVIENDA UNIFAMILIAR EN LA URBANIZACION RESIDENCIAL PARC URBANITZAR DE MONTFULL;;SUB-JA-2019-122407;0045/18;972181714;;1.127.509,00 €;Sin lotes;22.550,18 €;17-04-2019 18:00:00 CET  (ISO: 2019-04-17T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INSTANCIA 4 - GIRONA;56.375,45 €;;Sin puja mínima;True;BOE-B-2019-12722;28-03-2019 18:00:00 CET  (ISO: 2019-03-28T18:00:00+01:00);JUZGADO 1ª INSTANCIA 4;;735.258,51 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-122407&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12225;972949003;mixt2.santfeliudeguixols@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL ANTONI DE CAPMANY 15 15   , 17220 SANT FELIU DE GUIXOLS;1716041002;LOTE ÚNICO FINCA 1884;;SUB-JA-2019-122256;0580/16;972949002;;226.494,00 €;Sin lotes;4.529,88 €;17-04-2019 18:00:00 CET  (ISO: 2019-04-17T18:00:00+02:00);;226.494,00 €;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 2 - SANT FELIU DE GUIXOLS;11.324,70 €;;113.247,00 €;True;BOE-B-2019-12758;28-03-2019 18:00:00 CET  (ISO: 2019-03-28T18:00:00+01:00);JUZGADO 1ª INST E INSTRUCC. 2;;159.556,17 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-122256&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
SUBASTA SUB-JA-2019-12034;972642582;mixte2.labisbal@xij.gencat.cat;JUDICIAL EN VIA DE APREMIO;CL TEATRE VELL 12 12   , 17100 BISBAL;1702241002;FINCA REGISTRAL NÚM. 25.485 DE PALAFRUGELL (Baix Empordà;;SUB-JA-2019-120341;0255/15;972946244;;487.070,00 €;Sin lotes;Sin tramos;17-04-2019 18:00:00 CET  (ISO: 2019-04-17T18:00:00+02:00);;No consta;;Celebrándose;JUZGADO 1ª INST E INSTRUCC. 2 - BISBAL;24.353,50 €;;340.949,00 €;True;BOE-B-2019-12714;28-03-2019 18:00:00 CET  (ISO: 2019-03-28T18:00:00+01:00);JUZGADO 1ª INST E INSTRUCC. 2;;418.537,26 €;https://subastas.boe.es/detalleSubasta.php?idSub=SUB-JA-2019-120341&idBus=_U3NoS1lyN1Y2VzhHYzM1c1J1TkYrNnorWm5yV2FYbU4xaTd2VXpnSkdzTDg4aUwwYksvaENMRUhJVTluS1lPZHI0NEg2QjY5NkgwZzdkcVg1ZXdlcTZvSm1VeXQ5eER0ZFZsaThBVi9WRVR0c2VYZ3RDbVhyL29SSTVJNzlmVi93Z3VDMGRRV1lHa2NvMDFOaG10VzBHRmY1QjNvTVBwRUZHeWlrQjFXZENCTjRlcmRtT0hzOXptQXlKN25VeFUrLzVmTE8wS2I2Vm80UXlqQmFLRzZIQitHby85K0tOWkdYd3Jrc1lYZTk2aWhiMWNtcmw2bUlnTkovaHZiNTJpVg,,;
